ingredient_name,quantity,expiry_date,category,daily_consumption,supplier,wastage_history,storage_type,days_to_expiry,stock_duration_days,waste_risk_ratio,is_waste_risk
Sugar,23.4,2027-04-24,Dry Pantry,2.79,Local Mandi,0.24,Ambient,328.0,8.387096774193548,0.025570416994492525,0
Mushroom,33.74,2026-06-10,Produce,5.47,AgroFresh,4.77,Refrigerated,10.0,6.1681901279707505,0.6168190127970751,0
Cheese,12.85,2026-06-05,Produce,1.66,Metro Wholesale,0.7,Refrigerated,5.0,7.740963855421687,1.5481927710843375,1
Cheese,9.35,2026-06-10,Dairy,3.2,DairyCo,1.36,Refrigerated,10.0,2.9218749999999996,0.29218749999999993,0
Potatoes,41.7,2026-06-02,Produce,1.5,Local Mandi,0.57,Refrigerated,2.0,27.8,13.9,1
Paneer,4.36,2026-06-01,Dairy,1.15,Prime Meats,0.6,Refrigerated,1.0,3.7913043478260877,3.7913043478260877,1
Beef,38.38,2026-06-03,Meat,2.24,AgroFresh,1.11,Frozen,3.0,17.13392857142857,5.711309523809523,1
Prawns,5.93,2026-05-29,Meat,7.82,DairyCo,4.89,Frozen,-2.0,0.758312020460358,-0.379156010230179,1
Chicken Breast,40.62,2026-06-03,Meat,4.98,DairyCo,5.0,Frozen,3.0,8.156626506024095,2.7188755020080317,1
Potatoes,6.24,,Produce,3.39,Local Mandi,4.21,Refrigerated,7.0,1.8407079646017699,0.2629582806573957,0
Prawns,11.06,2026-05-29,Meat,2.25,Local Mandi,0.05,Frozen,-2.0,4.915555555555556,-2.457777777777778,1
Prawns,44.34,2026-05-30,Meat,2.76,Local Mandi,1.65,Frozen,-1.0,16.06521739130435,-16.06521739130435,1
Prawns,24.08,2026-06-02,Meat,9.0,AgroFresh,3.21,Frozen,2.0,2.6755555555555555,1.3377777777777777,1
Beef,35.11,2026-06-07,Meat,1.8,DairyCo,1.2,Frozen,7.0,19.505555555555556,2.786507936507937,1
Paneer,25.69,2026-06-09,Dairy,3.25,DairyCo,1.59,Refrigerated,9.0,7.904615384615385,0.8782905982905983,0
Flour,46.36,2026-08-20,Dry Pantry,0.89,DairyCo,1.88,Ambient,81.0,52.08988764044944,0.6430850325981412,0
Paneer,30.09,2026-06-05,Dairy,5.43,AgroFresh,0.04,Refrigerated,5.0,5.541436464088398,1.1082872928176797,1
Yogurt,47.64,2026-06-04,Dairy,4.12,Local Mandi,0.89,Refrigerated,4.0,11.563106796116505,2.8907766990291264,1
Cheese,30.11,2026-06-05,Dairy,6.33,AgroFresh,2.16,Refrigerated,5.0,4.756714060031595,0.9513428120063191,0
Onions,1.31,2026-06-06,Produce,4.4,DairyCo,1.73,Refrigerated,6.0,0.29772727272727273,0.04962121212121212,0
Chicken Breast,23.05,2026-06-03,Meat,6.96,Metro Wholesale,4.39,Frozen,3.0,3.3117816091954024,1.1039272030651341,1
Bell Peppers,17.04,2026-06-09,Produce,5.99,Metro Wholesale,3.82,Refrigerated,9.0,2.8447412353923203,0.3160823594880356,0
Cheese,39.6,2026-05-30,Dairy,0.91,Metro Wholesale,4.04,Refrigerated,-1.0,43.51648351648352,-43.51648351648352,1
Beef,28.55,2026-06-05,Meat,6.72,Local Mandi,1.82,Frozen,5.0,4.248511904761905,0.849702380952381,0
Onions,43.3,2026-06-08,Produce,8.11,Local Mandi,3.99,Refrigerated,8.0,5.3390875462392104,0.6673859432799013,0
Butter,43.4,2026-06-10,Dairy,1.62,Metro Wholesale,1.05,Refrigerated,10.0,26.79012345679012,2.679012345679012,1
Onions,14.47,2026-06-03,Produce,4.74,AgroFresh,3.07,Refrigerated,3.0,3.0527426160337554,1.0175808720112518,1
Spinach,15.66,2026-06-03,Produce,6.84,Prime Meats,2.6,Refrigerated,3.0,2.2894736842105265,0.7631578947368421,0
Prawns,42.37,2026-05-30,Meat,4.37,DairyCo,2.33,Frozen,-1.0,9.695652173913043,-9.695652173913043,1
Bell Peppers,23.28,2026-06-14,Produce,1.66,Prime Meats,1.15,Refrigerated,14.0,14.02409638554217,1.0017211703958693,1
Bell Peppers,14.95,2026-06-14,Produce,3.59,Prime Meats,4.45,Refrigerated,14.0,4.164345403899722,0.2974532431356944,0
Tomatoes,29.82,2026-06-03,Produce,7.59,Local Mandi,4.67,Refrigerated,3.0,3.9288537549407114,1.3096179183135706,1
Tomatoes,20.65,2026-06-07,Produce,5.94,Metro Wholesale,0.45,Refrigerated,7.0,3.4764309764309758,0.49663299663299654,0
Milk,11.14,2026-05-30,Dairy,6.56,Prime Meats,4.22,Refrigerated,-1.0,1.6981707317073174,-1.6981707317073174,1
Pasta,3.15,2026-10-06,Dry Pantry,9.03,Local Mandi,2.57,Ambient,128.0,0.3488372093023256,0.0027252906976744187,0
Potatoes,19.91,2026-06-01,Produce,2.79,DairyCo,4.44,Refrigerated,1.0,7.136200716845878,7.136200716845878,1
Cream,48.64,2026-06-09,Dairy,6.53,Local Mandi,4.25,Refrigerated,9.0,7.448698315467075,0.8276331461630083,0
Chicken Breast,5.43,2026-06-02,Meat,8.17,DairyCo,0.2,Frozen,2.0,0.664626682986536,0.332313341493268,0
Milk,1.92,2026-06-04,Dairy,5.1,AgroFresh,0.98,Refrigerated,4.0,0.3764705882352941,0.09411764705882353,0
Lentils,8.65,2027-04-05,Dry Pantry,9.72,DairyCo,1.66,Ambient,309.0,0.8899176954732511,0.0028799925419846313,0
Fish Fillet,41.18,2026-06-04,Meat,2.15,Prime Meats,2.78,Frozen,4.0,19.153488372093022,4.788372093023256,1
Rice,22.47,,Dry Pantry,7.12,AgroFresh,1.5,Ambient,220.0,3.155898876404494,0.0143449948927477,0
Yogurt,32.47,2026-06-10,Dairy,0.86,DairyCo,1.91,Refrigerated,10.0,37.75581395348837,3.775581395348837,1
Beef,33.53,2026-05-30,Meat,6.38,Metro Wholesale,3.36,Frozen,-1.0,5.255485893416928,-5.255485893416928,1
Prawns,31.93,2026-05-30,Meat,5.135,AgroFresh,0.81,Frozen,-1.0,6.2181110029211295,-6.2181110029211295,1
Beef,49.58,2026-06-03,Meat,3.58,Prime Meats,3.82,Frozen,3.0,13.849162011173183,4.616387337057728,1
Beef,2.34,2026-05-31,Meat,5.11,DairyCo,0.38,Frozen,0.0,0.4579256360078277,4.5792563600782765,1
Sugar,17.54,2027-05-03,Dry Pantry,2.0,Prime Meats,4.67,Ambient,337.0,8.77,0.02602373887240356,0
Butter,43.66,2026-06-01,Dairy,7.59,Local Mandi,3.9,Refrigerated,1.0,5.752305665349144,5.752305665349144,1
Lentils,12.49,2026-08-14,Dry Pantry,0.62,AgroFresh,4.18,Ambient,75.0,20.14516129032258,0.2686021505376344,0
Salt,9.93,2027-02-19,Dry Pantry,1.78,AgroFresh,1.47,Ambient,264.0,5.578651685393258,0.021131256384065374,0
Cream,36.67,2026-05-30,Dairy,8.3,Metro Wholesale,2.25,Refrigerated,-1.0,4.418072289156626,-4.418072289156626,1
Mutton,19.61,2026-06-05,Meat,8.42,DairyCo,3.27,Frozen,5.0,2.328978622327791,0.46579572446555817,0
Yogurt,18.19,2026-06-06,Dairy,3.17,Metro Wholesale,1.62,Refrigerated,6.0,5.738170347003155,0.9563617245005259,0
Pasta,2.76,2026-12-02,Dairy,2.18,Metro Wholesale,2.46,Ambient,185.0,1.2660550458715594,0.006843540788494916,0
Bell Peppers,10.23,2026-06-02,Produce,9.02,Prime Meats,2.3,Refrigerated,2.0,1.1341463414634148,0.5670731707317074,0
Pasta,16.49,2027-05-30,Dairy,9.82,AgroFresh,0.51,Ambient,364.0,1.6792260692464356,0.0046132584319957025,0
Mutton,31.27,2026-06-03,Meat,9.12,DairyCo,3.42,Frozen,3.0,3.428728070175439,1.1429093567251463,1
Beef,45.18,2026-05-29,Meat,6.63,Prime Meats,1.38,Frozen,-2.0,6.8144796380090495,-3.4072398190045248,1
Yogurt,7.66,2026-06-09,Dairy,7.74,Local Mandi,2.79,Refrigerated,9.0,0.9896640826873385,0.10996267585414872,0
Lentils,21.52,2026-10-12,Dry Pantry,4.42,Prime Meats,2.51,Ambient,134.0,4.868778280542986,0.03633416627270885,0
Fish Fillet,31.03,2026-06-06,Meat,2.97,Local Mandi,1.19,Frozen,6.0,10.447811447811448,1.7413019079685748,1
Mushroom,43.7,2026-06-09,Produce,4.49,Local Mandi,1.3,Refrigerated,9.0,9.732739420935411,1.0814154912150458,1
Paneer,42.37,2026-06-10,Dairy,3.65,DairyCo,3.0,Refrigerated,10.0,11.60821917808219,1.160821917808219,1
Mushroom,25.08,2026-06-01,Dairy,8.95,Prime Meats,4.01,Refrigerated,1.0,2.8022346368715083,2.8022346368715083,1
Rice,1.51,2026-12-12,Produce,1.77,Prime Meats,3.43,Ambient,195.0,0.8531073446327684,0.0043749094596552225,0
Lentils,32.31,2026-08-31,Dry Pantry,7.16,DairyCo,4.33,Ambient,92.0,4.512569832402235,0.04904967209132864,0
Prawns,45.08,,Meat,4.79,Metro Wholesale,0.32,Frozen,3.0,9.411273486430062,3.137091162143354,1
Fish Fillet,48.12,2026-06-04,Meat,4.75,AgroFresh,3.63,Frozen,4.0,10.130526315789472,2.532631578947368,1
Chicken Breast,10.23,2026-05-30,Meat,8.9,AgroFresh,1.95,Frozen,-1.0,1.149438202247191,-1.149438202247191,1
Salt,39.76,2026-09-19,Dry Pantry,5.36,Prime Meats,2.75,Ambient,111.0,7.4179104477611935,0.06682802205190265,0
Cream,2.5,2026-06-07,Dairy,4.04,Prime Meats,0.89,Refrigerated,7.0,0.6188118811881188,0.0884016973125884,0
Cheese,14.94,2026-06-06,Dairy,9.9,DairyCo,2.47,Refrigerated,6.0,1.509090909090909,0.2515151515151515,0
Potatoes,16.03,2026-06-03,Produce,7.04,Metro Wholesale,3.64,Refrigerated,3.0,2.2769886363636367,0.7589962121212123,0
Cheese,15.06,2026-06-07,Dairy,4.58,DairyCo,3.27,Refrigerated,7.0,3.2882096069868996,0.4697442295695571,0
Tomatoes,47.51,2026-06-04,Produce,4.77,Metro Wholesale,4.04,Refrigerated,4.0,9.960167714884696,2.490041928721174,1
Rice,17.36,2027-02-06,Dry Pantry,1.48,Prime Meats,4.24,Ambient,251.0,11.72972972972973,0.04673199095509852,0
Mutton,39.17,2026-05-30,Meat,1.64,Prime Meats,3.07,Frozen,-1.0,23.884146341463417,-23.884146341463417,1
Mutton,24.89,2026-06-02,Meat,5.61,Local Mandi,1.4,Frozen,2.0,4.436720142602495,2.2183600713012477,1
Fish Fillet,16.84,2026-06-04,Meat,9.72,DairyCo,4.12,Frozen,4.0,1.7325102880658434,0.43312757201646085,0
Chicken Breast,3.25,2026-06-02,Meat,8.06,Local Mandi,1.87,Frozen,2.0,0.4032258064516129,0.20161290322580644,0
Mutton,41.03,2026-06-07,Meat,8.95,DairyCo,3.82,Frozen,7.0,4.584357541899442,0.6549082202713488,0
Beef,46.03,2026-05-31,Dairy,7.05,Prime Meats,4.15,Frozen,0.0,6.529078014184398,65.29078014184397,1
Rice,12.94,2027-04-29,Dry Pantry,1.71,Metro Wholesale,0.67,Ambient,333.0,7.567251461988304,0.022724478864829742,0
Cheese,29.21,2026-06-09,Dairy,5.95,Prime Meats,1.45,Refrigerated,9.0,4.909243697478992,0.5454715219421102,0
Spinach,38.89,2026-06-02,Produce,9.0,Metro Wholesale,3.7,Refrigerated,2.0,4.321111111111112,2.160555555555556,1
Chicken Breast,8.27,2026-05-31,Meat,3.2,DairyCo,4.62,Frozen,0.0,2.5843749999999996,25.843749999999996,1
Mushroom,48.47,2026-06-10,Produce,7.09,Metro Wholesale,3.33,Refrigerated,10.0,6.83638928067701,0.683638928067701,0
Mutton,16.72,2026-05-29,Meat,6.14,Local Mandi,0.85,Frozen,-2.0,2.7231270358306188,-1.3615635179153094,1
Cream,26.16,2026-05-30,Dairy,1.06,Local Mandi,0.22,Refrigerated,-1.0,24.679245283018865,-24.679245283018865,1
Prawns,14.98,2026-06-06,Meat,7.12,Prime Meats,0.77,Frozen,6.0,2.103932584269663,0.3506554307116105,0
Yogurt,32.71,2026-05-30,Dairy,6.45,Prime Meats,0.99,Refrigerated,-1.0,5.071317829457365,-5.071317829457365,1
Lentils,9.91,2027-04-18,Dry Pantry,8.83,Metro Wholesale,0.1,Ambient,322.0,1.1223103057757644,0.0034854357322228707,0
Rice,6.43,2027-05-01,Dry Pantry,9.1,DairyCo,0.08,Ambient,335.0,0.7065934065934066,0.002109234049532557,0
Bell Peppers,33.19,2026-06-08,Produce,8.14,Metro Wholesale,0.17,Refrigerated,8.0,4.077395577395577,0.5096744471744471,0
Potatoes,15.64,2026-05-31,Dairy,4.25,DairyCo,2.86,Refrigerated,0.0,3.68,36.8,1
Carrots,27.17,2026-05-30,Produce,9.12,AgroFresh,3.21,Refrigerated,-1.0,2.979166666666667,-2.979166666666667,1
Flour,16.5,2026-08-10,Dry Pantry,7.3,Prime Meats,1.66,Ambient,71.0,2.26027397260274,0.03183484468454563,0
Salt,36.22,2027-01-25,Dry Pantry,5.49,DairyCo,0.37,Ambient,239.0,6.597449908925318,0.027604392924373715,0
Paneer,37.31,2026-05-30,Dairy,9.73,DairyCo,1.08,Refrigerated,-1.0,3.8345323741007196,-3.8345323741007196,1
Paneer,44.4,2026-06-02,Dairy,3.5,DairyCo,1.99,Refrigerated,2.0,12.685714285714285,6.3428571428571425,1
Chicken Breast,25.88,2026-06-06,Meat,5.63,AgroFresh,3.31,Frozen,6.0,4.5968028419182945,0.7661338069863824,0
Salt,1.4,2026-07-07,Dry Pantry,1.36,Prime Meats,1.09,Ambient,37.0,1.0294117647058822,0.027821939586645465,0
Salt,19.16,2026-12-21,Dry Pantry,5.31,AgroFresh,4.25,Ambient,204.0,3.6082862523540493,0.01768767770761789,0
Yogurt,14.02,2026-05-30,Dairy,0.89,Local Mandi,0.39,Refrigerated,-1.0,15.752808988764045,-15.752808988764045,1
Salt,37.66,2027-04-17,Dry Pantry,2.15,Local Mandi,2.03,Ambient,321.0,17.516279069767442,0.05456784756936898,0
Bell Peppers,11.02,2026-06-13,Produce,2.18,DairyCo,2.45,Refrigerated,13.0,5.055045871559632,0.38884968242766405,0
Milk,41.34,2026-06-07,Dairy,4.98,Prime Meats,0.44,Refrigerated,7.0,8.301204819277109,1.1858864027538727,1
Tomatoes,7.49,2026-06-04,Produce,7.4,AgroFresh,2.08,Refrigerated,4.0,1.0121621621621621,0.25304054054054054,0
Cheese,11.84,2026-06-03,Dairy,2.53,Local Mandi,1.8,Refrigerated,3.0,4.679841897233202,1.559947299077734,1
Spices,43.25,2027-02-05,Produce,4.68,DairyCo,0.68,Ambient,250.0,9.241452991452991,0.036965811965811966,0
Salt,9.29,2026-12-13,Dry Pantry,6.34,Metro Wholesale,0.14,Ambient,196.0,1.4652996845425867,0.007476018798686667,0
Paneer,2.42,2026-05-29,Dairy,9.08,AgroFresh,1.92,Refrigerated,-2.0,0.2665198237885463,-0.13325991189427314,1
Beef,25.59,2026-05-31,Dairy,3.09,Local Mandi,4.57,Frozen,0.0,8.281553398058254,82.81553398058253,1
Tomatoes,9.44,2026-06-08,Produce,0.97,AgroFresh,2.28,Refrigerated,8.0,9.731958762886597,1.2164948453608246,1
Yogurt,32.85,2026-06-09,Dairy,4.68,Metro Wholesale,3.14,Refrigerated,9.0,7.01923076923077,0.77991452991453,0
Butter,9.46,2026-05-30,Dairy,7.28,Local Mandi,3.34,Refrigerated,-1.0,1.2994505494505495,-1.2994505494505495,1
Carrots,25.95,2026-05-31,Produce,5.25,AgroFresh,0.69,Refrigerated,0.0,4.942857142857143,49.42857142857143,1
Prawns,8.15,2026-06-02,Meat,2.09,Prime Meats,1.5,Frozen,2.0,3.8995215311004787,1.9497607655502394,1
Bell Peppers,49.41,2026-06-14,Produce,8.88,DairyCo,1.55,Refrigerated,14.0,5.564189189189189,0.3974420849420849,0
Carrots,33.32,2026-06-09,Produce,3.01,Prime Meats,2.98,Refrigerated,9.0,11.069767441860465,1.2299741602067185,1
Prawns,41.55,2026-05-31,Meat,3.9,AgroFresh,0.62,Frozen,0.0,10.653846153846153,106.53846153846153,1
Carrots,32.27,2026-06-02,Produce,7.23,AgroFresh,4.28,Refrigerated,2.0,4.463347164591978,2.231673582295989,1
Cheese,11.29,,Dairy,2.87,Local Mandi,3.9,Refrigerated,4.0,3.933797909407665,0.9834494773519162,0
Flour,48.44,2027-03-10,Dry Pantry,8.34,Local Mandi,1.61,Ambient,283.0,5.808153477218225,0.02052351052020574,0
Rice,26.77,2026-09-11,Dry Pantry,4.84,Prime Meats,4.35,Ambient,103.0,5.5309917355371905,0.05369894888871059,0
Mutton,35.78,2026-05-30,Meat,0.77,Metro Wholesale,0.64,Frozen,-1.0,46.467532467532465,-46.467532467532465,1
Butter,22.59,2026-06-08,Dairy,1.1,Local Mandi,0.06,Refrigerated,8.0,20.536363636363635,2.5670454545454544,1
Milk,26.51,2026-06-02,Dairy,6.76,AgroFresh,2.89,Refrigerated,2.0,3.921597633136095,1.9607988165680474,1
Prawns,6.59,2026-06-01,Meat,7.71,AgroFresh,1.71,Frozen,1.0,0.85473411154345,0.85473411154345,1
Chicken Breast,5.0,2026-06-01,Meat,2.14,Prime Meats,4.95,Frozen,1.0,2.336448598130841,2.336448598130841,1
Spices,15.8,2027-03-04,Dry Pantry,9.99,AgroFresh,1.19,Ambient,277.0,1.5815815815815817,0.005709680799933508,0
Mutton,23.77,2026-06-04,Meat,5.35,Local Mandi,2.51,Frozen,4.0,4.442990654205608,1.110747663551402,1
Potatoes,15.49,2026-06-10,Produce,3.0,Prime Meats,0.0,Refrigerated,10.0,5.163333333333333,0.5163333333333333,0
Lentils,10.26,2026-07-03,Dry Pantry,5.145,DairyCo,2.61,Ambient,33.0,1.9941690962099126,0.06042936655181553,0
Rice,7.19,2027-05-26,Dry Pantry,2.74,Local Mandi,1.81,Ambient,360.0,2.6240875912408756,0.007289132197891322,0
Beef,38.34,2026-05-30,Meat,5.32,Local Mandi,4.21,Frozen,-1.0,7.206766917293233,-7.206766917293233,1
Spices,33.84,2026-11-12,Dry Pantry,6.43,Local Mandi,4.83,Ambient,165.0,5.262830482115087,0.03189594231584901,0
Fish Fillet,37.01,2026-06-07,Meat,6.51,Metro Wholesale,1.63,Frozen,7.0,5.685099846390169,0.8121571209128813,0
Butter,44.13,2026-06-05,Dairy,1.63,Local Mandi,4.26,Refrigerated,5.0,27.073619631901845,5.414723926380369,1
Paneer,23.58,2026-06-06,Dairy,7.82,Metro Wholesale,2.36,Refrigerated,6.0,3.015345268542199,0.5025575447570332,0
Spices,5.69,2026-09-01,Dry Pantry,4.74,AgroFresh,4.87,Ambient,93.0,1.2004219409282701,0.012907762805680324,0
Onions,33.33,2026-06-04,Produce,9.5,Local Mandi,2.64,Refrigerated,4.0,3.508421052631579,0.8771052631578947,0
Carrots,26.53,2026-06-04,Produce,7.01,Metro Wholesale,1.34,Refrigerated,4.0,3.784593437945792,0.946148359486448,0
Prawns,26.75,2026-05-31,Meat,3.48,Prime Meats,4.56,Frozen,0.0,7.686781609195402,76.86781609195403,1
Butter,18.33,2026-06-10,Dairy,6.82,Prime Meats,4.34,Refrigerated,10.0,2.687683284457478,0.2687683284457478,0
Chicken Breast,22.69,2026-06-06,Meat,7.82,AgroFresh,0.42,Frozen,6.0,2.90153452685422,0.4835890878090367,0
Tomatoes,40.47,2026-06-11,Produce,8.12,Local Mandi,3.4,Refrigerated,11.0,4.983990147783252,0.45309001343484107,0
Fish Fillet,23.88,2026-06-05,Meat,9.39,Local Mandi,3.85,Frozen,5.0,2.543130990415335,0.5086261980830671,0
Bell Peppers,32.25,2026-06-14,Produce,7.78,Metro Wholesale,1.37,Refrigerated,14.0,4.145244215938304,0.2960888725670217,0
Carrots,48.54,2026-06-01,Produce,8.62,Prime Meats,4.28,Refrigerated,1.0,5.631090487238979,5.631090487238979,1
Yogurt,40.06,2026-06-02,Dairy,9.38,Metro Wholesale,0.54,Refrigerated,2.0,4.270788912579957,2.1353944562899785,1
Cheese,44.75,2026-06-05,Dairy,4.46,AgroFresh,2.47,Refrigerated,5.0,10.033632286995516,2.006726457399103,1
Tomatoes,24.01,2026-06-09,Produce,9.71,DairyCo,3.46,Refrigerated,9.0,2.4727085478887743,0.2747453942098638,0
Flour,41.26,2027-04-19,Dry Pantry,2.8,AgroFresh,0.95,Ambient,323.0,14.735714285714286,0.04562140645731977,0
Prawns,38.53,2026-05-30,Dairy,9.15,Local Mandi,2.99,Frozen,-1.0,4.210928961748634,-4.210928961748634,1
Cream,24.66,2026-05-31,Dairy,2.15,DairyCo,2.46,Refrigerated,0.0,11.469767441860466,114.69767441860465,1
Tomatoes,18.82,2026-06-05,Produce,2.39,DairyCo,4.22,Refrigerated,5.0,7.874476987447698,1.5748953974895397,1
Spinach,4.88,2026-06-07,Produce,6.44,Local Mandi,3.24,Refrigerated,7.0,0.7577639751552795,0.10825199645075421,0
Prawns,9.26,2026-06-01,Meat,3.48,Prime Meats,1.38,Frozen,1.0,2.660919540229885,2.660919540229885,1
Milk,49.93,2026-06-04,Dairy,8.55,AgroFresh,2.45,Refrigerated,4.0,5.839766081871344,1.459941520467836,1
Spices,2.66,2027-03-08,Dry Pantry,8.73,Prime Meats,3.68,Ambient,281.0,0.30469644902634596,0.0010843290000937579,0
Tomatoes,15.63,,Produce,8.11,DairyCo,0.66,Refrigerated,7.0,1.9272503082614059,0.27532147260877227,0
Rice,45.06,2026-09-13,Dry Pantry,3.56,AgroFresh,0.63,Ambient,105.0,12.657303370786517,0.12054574638844302,0
Milk,47.53,2026-05-29,Dairy,4.98,DairyCo,0.76,Refrigerated,-2.0,9.544176706827308,-4.772088353413654,1
Flour,7.33,2026-10-25,Produce,5.56,DairyCo,2.79,Ambient,147.0,1.3183453237410072,0.00896833553565311,0
Prawns,11.5,2026-06-07,Meat,1.76,DairyCo,2.36,Frozen,7.0,6.534090909090909,0.9334415584415584,0
Butter,19.81,2026-06-07,Dairy,8.05,DairyCo,0.51,Refrigerated,7.0,2.460869565217391,0.35155279503105585,0
Paneer,41.91,2026-06-03,Dairy,5.44,Prime Meats,2.89,Refrigerated,3.0,7.704044117647058,2.568014705882353,1
Salt,48.69,2026-09-11,Dry Pantry,8.33,DairyCo,0.64,Ambient,103.0,5.845138055222089,0.05674891315749601,0
Mushroom,45.52,2026-06-09,Produce,7.96,Metro Wholesale,3.34,Refrigerated,9.0,5.718592964824121,0.6353992183137912,0
Potatoes,11.24,2026-06-08,Produce,9.12,AgroFresh,1.06,Refrigerated,8.0,1.2324561403508774,0.15405701754385967,0
Rice,13.46,2026-08-30,Dry Pantry,2.36,Prime Meats,1.08,Ambient,91.0,5.703389830508475,0.06267461352207115,0
Paneer,38.31,2026-06-02,Dairy,2.7,Local Mandi,1.17,Refrigerated,2.0,14.188888888888888,7.094444444444444,1
Bell Peppers,13.01,2026-06-13,Produce,9.55,AgroFresh,0.01,Refrigerated,13.0,1.362303664921466,0.10479258960934354,0
Pasta,37.89,2026-08-15,Dry Pantry,5.96,Metro Wholesale,2.16,Ambient,76.0,6.35738255033557,0.08364977039915224,0
Cheese,39.55,,Dairy,2.83,DairyCo,2.22,Refrigerated,4.0,13.975265017667843,3.4938162544169606,1
Pasta,44.34,2026-11-23,Dry Pantry,7.85,Prime Meats,0.83,Ambient,176.0,5.648407643312103,0.03209322524609149,0
Bell Peppers,48.24,2026-06-04,Produce,9.83,DairyCo,0.7,Refrigerated,4.0,4.907426246185148,1.226856561546287,1
Beef,5.0,2026-06-04,Meat,3.71,Prime Meats,4.17,Frozen,4.0,1.3477088948787062,0.33692722371967654,0
Flour,2.32,2026-11-11,Dry Pantry,0.52,Local Mandi,4.78,Ambient,164.0,4.461538461538461,0.02720450281425891,0
Chicken Breast,3.34,2026-05-30,Meat,6.68,Prime Meats,1.49,Frozen,-1.0,0.5,-0.5,1
Prawns,48.34,2026-06-01,Meat,5.85,Local Mandi,4.81,Frozen,1.0,8.263247863247864,8.263247863247864,1
Milk,18.42,2026-06-06,Dairy,1.96,AgroFresh,0.63,Refrigerated,6.0,9.397959183673471,1.5663265306122451,1
Butter,16.71,2026-06-02,Dairy,3.64,AgroFresh,2.53,Refrigerated,2.0,4.59065934065934,2.29532967032967,1
Cheese,46.62,2026-06-03,Dairy,4.97,DairyCo,4.7,Refrigerated,3.0,9.380281690140846,3.126760563380282,1
Salt,10.04,,Dry Pantry,6.58,Prime Meats,0.15,Ambient,220.0,1.525835866261398,0.006935617573915445,0
Mushroom,1.56,2026-06-10,Produce,5.22,DairyCo,2.59,Refrigerated,10.0,0.2988505747126437,0.02988505747126437,0
Spices,38.66,2027-04-20,Dry Pantry,3.83,AgroFresh,2.13,Ambient,324.0,10.093994778067884,0.03115430487057989,0
Fish Fillet,41.05,2026-06-06,Meat,7.27,AgroFresh,4.87,Frozen,6.0,5.646492434662998,0.941082072443833,0
Paneer,48.16,2026-05-30,Dairy,7.48,Prime Meats,0.2,Refrigerated,-1.0,6.4385026737967905,-6.4385026737967905,1
Beef,29.3,,Meat,7.35,Prime Meats,0.85,Frozen,3.0,3.9863945578231297,1.3287981859410432,1
Spinach,6.66,,Produce,1.52,Local Mandi,1.41,Refrigerated,7.0,4.381578947368421,0.6259398496240601,0
Spinach,47.95,2026-06-04,Produce,1.23,Local Mandi,0.56,Refrigerated,4.0,38.983739837398375,9.745934959349594,1
Prawns,6.59,2026-06-05,Meat,1.12,AgroFresh,2.89,Frozen,5.0,5.883928571428571,1.1767857142857143,1
Milk,32.6,2026-06-04,Dairy,3.21,Local Mandi,1.67,Refrigerated,4.0,10.15576323987539,2.5389408099688473,1
Cheese,24.75,2026-05-30,Dairy,6.17,Metro Wholesale,0.99,Refrigerated,-1.0,4.011345218800648,-4.011345218800648,1
Yogurt,37.51,2026-06-02,Dairy,8.41,Metro Wholesale,3.04,Refrigerated,2.0,4.460166468489892,2.230083234244946,1
Rice,38.84,2026-11-03,Dry Pantry,3.31,AgroFresh,0.41,Ambient,156.0,11.734138972809669,0.07521883956929275,0
Cheese,21.28,,Dairy,7.9,DairyCo,4.53,Refrigerated,4.0,2.6936708860759495,0.6734177215189874,0
Paneer,41.27,2026-06-04,Dairy,8.15,Local Mandi,0.33,Refrigerated,4.0,5.063803680981596,1.265950920245399,1
Spices,49.72,2026-07-16,Dry Pantry,9.67,Metro Wholesale,3.01,Ambient,46.0,5.141675284384695,0.11177554966053684,0
Onions,30.94,2026-06-11,Produce,6.57,Prime Meats,2.58,Refrigerated,11.0,4.709284627092846,0.42811678428116784,0
Yogurt,22.89,2026-05-30,Dairy,7.19,DairyCo,0.56,Refrigerated,-1.0,3.183588317107093,-3.183588317107093,1
Pasta,30.75,2026-10-18,Dry Pantry,4.43,DairyCo,0.57,Ambient,140.0,6.941309255079007,0.04958078039342148,0
Fish Fillet,48.2,2026-06-07,Meat,3.13,Metro Wholesale,2.27,Frozen,7.0,15.399361022364218,2.1999087174806027,1
Salt,38.98,2026-10-22,Dry Pantry,3.98,DairyCo,3.67,Ambient,144.0,9.793969849246231,0.06801367950865439,0
Paneer,47.61,2026-06-05,Dairy,6.47,DairyCo,3.8,Refrigerated,5.0,7.358578052550232,1.4717156105100464,1
Spinach,8.8,2026-06-11,Produce,7.16,AgroFresh,4.29,Refrigerated,11.0,1.229050279329609,0.111731843575419,0
Milk,5.88,2026-06-05,Dairy,7.95,AgroFresh,0.62,Refrigerated,5.0,0.7396226415094339,0.1479245283018868,0
Butter,22.47,2026-05-31,Dairy,4.49,Prime Meats,2.47,Refrigerated,0.0,5.00445434298441,50.0445434298441,1
Paneer,47.8,2026-06-10,Dairy,5.65,AgroFresh,4.79,Refrigerated,10.0,8.460176991150442,0.8460176991150442,0
Chicken Breast,20.53,2026-05-31,Meat,4.63,Metro Wholesale,2.4,Frozen,0.0,4.434125269978402,44.34125269978402,1
